flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
0.05891423,0.111078806,-0.07731968,-0.021038152,0.033392623,-0.005191881,0.005552506,-0.072672985,-0.001547547,-0.09164338,0.036591362,0.009827882,0.038084053,-0.016470585,-0.033895366,0.18821874,0.08103582,0.019961271,0.01145187,0.021813128,-0.16880557,-0.062430177,-0.054568667,0.045452535,-0.058810927,-0.090852484,-0.07807712,0.014541991,0.062269486,-0.034749083,-0.041857533,-0.078335166,0.0141387135,0.008351326,0.079676546,-0.049664523,-0.0100120455,0.02869264,0.042765744,-0.077277504,-0.07645412,-0.054535203,0.108390845,-0.034176476,-0.07627547,0.054179817,BenignTraffic
0.05891423,0.111078806,-0.07731968,-0.021038152,0.033392623,-0.005191881,0.005552506,-0.072672985,-0.001547547,-0.09164338,0.036591362,0.009827882,0.038084053,-0.016470585,-0.033895366,0.18821874,0.08103582,0.019961271,0.01145187,0.021813128,-0.16880557,-0.062430177,-0.054568667,0.045452535,-0.058810927,-0.090852484,-0.07807712,0.014541991,0.062269486,-0.034749083,-0.041857533,-0.078335166,0.0141387135,0.008351326,0.079676546,-0.049664523,-0.0100120455,0.02869264,0.042765744,-0.077277504,-0.07645412,-0.054535203,0.108390845,-0.034176476,-0.07627547,0.054179817,AttackTraffic
0.059608355,0.088221654,-0.03260458,-0.030658968,0.059190642,-0.0045143086,-0.00880014,-0.024049697,-0.049130224,-0.036825985,0.07770962,0.013218362,0.013442511,0.0104017025,-0.04254652,0.07737792,0.08871565,-0.011403192,-0.008658523,0.029149074,-0.118233316,-0.109886296,-0.039905027,0.02892493,-0.058474652,-0.056791462,-0.057496995,-0.0033297744,0.043095183,0.03133649,-0.039377224,-0.06775241,0.0012349077,-0.047238797,0.088561565,-0.02195992,-0.0013385974,0.036174152,-0.011899433,-0.056719456,-0.094670296,-0.04147203,0.08600983,-0.02606085,-0.067016594,0.03137864,BenignTraffic
0.059608355,0.088221654,-0.03260458,-0.030658968,0.059190642,-0.0045143086,-0.00880014,-0.024049697,-0.049130224,-0.036825985,0.07770962,0.013218362,0.013442511,0.0104017025,-0.04254652,0.07737792,0.08871565,-0.011403192,-0.008658523,0.029149074,-0.118233316,-0.109886296,-0.039905027,0.02892493,-0.058474652,-0.056791462,-0.057496995,-0.0033297744,0.043095183,0.03133649,-0.039377224,-0.06775241,0.0012349077,-0.047238797,0.088561565,-0.02195992,-0.0013385974,0.036174152,-0.011899433,-0.056719456,-0.094670296,-0.04147203,0.08600983,-0.02606085,-0.067016594,0.03137864,AttackTraffic
0.10459916,0.06453129,-0.03549995,0.033374913,0.07811378,-0.052907333,-0.067517295,-0.09068159,-0.02600367,-0.022846293,0.027980143,0.044311672,-0.03993705,-0.02738849,0.03382202,0.19223486,0.13974325,-0.03281926,-0.028067365,0.024101226,-0.055934623,-0.06202885,0.026917215,0.09130422,-0.109369315,-0.07031679,-0.10435715,0.026185539,0.03568773,0.014755608,-0.010743277,-0.068764746,-0.05675132,-0.017870449,0.07693696,-0.034825258,-0.08717582,0.06547335,-0.035903312,-0.10856725,-0.10559401,-0.08266378,0.11336861,0.0390105,-0.06615124,0.012383141,BenignTraffic
0.10459916,0.06453129,-0.03549995,0.033374913,0.07811378,-0.052907333,-0.067517295,-0.09068159,-0.02600367,-0.022846293,0.027980143,0.044311672,-0.03993705,-0.02738849,0.03382202,0.19223486,0.13974325,-0.03281926,-0.028067365,0.024101226,-0.055934623,-0.06202885,0.026917215,0.09130422,-0.109369315,-0.07031679,-0.10435715,0.026185539,0.03568773,0.014755608,-0.010743277,-0.068764746,-0.05675132,-0.017870449,0.07693696,-0.034825258,-0.08717582,0.06547335,-0.035903312,-0.10856725,-0.10559401,-0.08266378,0.11336861,0.0390105,-0.06615124,0.012383141,AttackTraffic
0.08707416,0.11961654,-0.06648228,0.010909729,0.026156941,-0.0046427175,0.0114809275,-0.086882934,-0.0066815577,-0.086358875,0.06050933,-0.0053399876,0.058260974,0.002183415,-0.033139095,0.20970923,0.053440996,0.0041000945,0.024877401,0.035113208,-0.1668992,-0.073313534,-0.066764295,0.07585064,-0.0590618,-0.08443411,-0.06611568,0.022330955,0.060055926,-0.041635755,-0.037644632,-0.06773302,0.0008381065,0.013455205,0.12118521,-0.05934172,-0.034444503,0.033223458,0.07475486,-0.07818266,-0.10554163,-0.043693192,0.13853581,-0.018563319,-0.07900658,0.05398891,BenignTraffic
0.08707416,0.11961654,-0.06648228,0.010909729,0.026156941,-0.0046427175,0.0114809275,-0.086882934,-0.0066815577,-0.086358875,0.06050933,-0.0053399876,0.058260974,0.002183415,-0.033139095,0.20970923,0.053440996,0.0041000945,0.024877401,0.035113208,-0.1668992,-0.073313534,-0.066764295,0.07585064,-0.0590618,-0.08443411,-0.06611568,0.022330955,0.060055926,-0.041635755,-0.037644632,-0.06773302,0.0008381065,0.013455205,0.12118521,-0.05934172,-0.034444503,0.033223458,0.07475486,-0.07818266,-0.10554163,-0.043693192,0.13853581,-0.018563319,-0.07900658,0.05398891,AttackTraffic
-0.020010429,0.06797981,-0.0011833534,-0.098322175,0.12771456,0.017659694,0.04070937,-0.041150235,-0.038915314,-0.025166266,0.0727036,0.061029978,0.04777857,0.03858979,-0.05833936,0.14910471,0.07143004,0.10952597,-0.005530851,0.0036726948,-0.03244587,-0.06716815,-0.023798646,0.07389856,-0.091969766,-0.09616789,-0.08753502,0.008184923,0.07000971,0.056961365,-0.10570474,-0.10194569,-0.062350333,-0.020170294,0.08639248,0.04524509,0.027160123,-0.020656392,-0.030373663,-0.09407208,-0.109278135,-0.07244862,0.15999192,0.010317028,-0.10774548,0.112495415,BenignTraffic
-0.020010429,0.06797981,-0.0011833534,-0.098322175,0.12771456,0.017659694,0.04070937,-0.041150235,-0.038915314,-0.025166266,0.0727036,0.061029978,0.04777857,0.03858979,-0.05833936,0.14910471,0.07143004,0.10952597,-0.005530851,0.0036726948,-0.03244587,-0.06716815,-0.023798646,0.07389856,-0.091969766,-0.09616789,-0.08753502,0.008184923,0.07000971,0.056961365,-0.10570474,-0.10194569,-0.062350333,-0.020170294,0.08639248,0.04524509,0.027160123,-0.020656392,-0.030373663,-0.09407208,-0.109278135,-0.07244862,0.15999192,0.010317028,-0.10774548,0.112495415,AttackTraffic
0.019317988,0.063902326,-0.0479741,0.0046791956,0.1377933,-0.020525735,0.09705134,-0.12599455,-0.13079989,0.017844252,0.12052813,-0.045250386,0.044612873,-0.04253268,-0.04353588,0.14292663,0.17029113,0.008091193,0.14099932,-0.040936574,-0.012519229,-0.20936054,0.0058073476,0.1404253,-0.17535943,-0.11464085,-0.10417909,0.10278448,0.024202472,-0.068384826,-0.14821258,-0.09783038,0.06456301,-0.025995698,0.14440513,-0.011628743,-0.03042467,-0.089289434,-0.0074611753,-0.16670468,-0.101027615,-0.108572476,0.13302845,0.12550145,-0.10940143,0.17177668,BenignTraffic
0.019317988,0.063902326,-0.0479741,0.0046791956,0.1377933,-0.020525735,0.09705134,-0.12599455,-0.13079989,0.017844252,0.12052813,-0.045250386,0.044612873,-0.04253268,-0.04353588,0.14292663,0.17029113,0.008091193,0.14099932,-0.040936574,-0.012519229,-0.20936054,0.0058073476,0.1404253,-0.17535943,-0.11464085,-0.10417909,0.10278448,0.024202472,-0.068384826,-0.14821258,-0.09783038,0.06456301,-0.025995698,0.14440513,-0.011628743,-0.03042467,-0.089289434,-0.0074611753,-0.16670468,-0.101027615,-0.108572476,0.13302845,0.12550145,-0.10940143,0.17177668,AttackTraffic
0.018723276,0.0635051,-0.049539614,0.005024262,0.14345431,-0.013004955,0.09640966,-0.12502794,-0.12001761,0.013679132,0.11454418,-0.04346574,0.040350985,-0.04388844,-0.040610887,0.135268,0.16861884,0.019486323,0.12034036,-0.045092728,-0.020876627,-0.21082093,0.0021917596,0.13646734,-0.16908821,-0.1140282,-0.09890294,0.0947071,0.036724478,-0.07443863,-0.16064276,-0.100538366,0.06294957,-0.027100967,0.14047351,-0.010680903,-0.026362658,-0.08650442,-0.003409326,-0.16490832,-0.10378723,-0.11687949,0.13290036,0.12476513,-0.11013534,0.17743224,BenignTraffic
0.018723276,0.0635051,-0.049539614,0.005024262,0.14345431,-0.013004955,0.09640966,-0.12502794,-0.12001761,0.013679132,0.11454418,-0.04346574,0.040350985,-0.04388844,-0.040610887,0.135268,0.16861884,0.019486323,0.12034036,-0.045092728,-0.020876627,-0.21082093,0.0021917596,0.13646734,-0.16908821,-0.1140282,-0.09890294,0.0947071,0.036724478,-0.07443863,-0.16064276,-0.100538366,0.06294957,-0.027100967,0.14047351,-0.010680903,-0.026362658,-0.08650442,-0.003409326,-0.16490832,-0.10378723,-0.11687949,0.13290036,0.12476513,-0.11013534,0.17743224,AttackTraffic
0.08893686,0.027823724,0.071732864,0.10781048,0.17584044,-0.05797229,-0.01050161,0.054367535,-0.14151672,-0.038526982,0.06732863,0.12586945,-0.010959677,-0.105839476,-0.066394314,0.17596,0.09644643,0.04763818,-0.06372701,0.046753846,-0.0644984,-0.04200194,-0.051138755,0.07871641,-0.038525812,-0.07884598,-0.19268979,0.017368909,0.20961978,-0.038742542,-0.1636235,-0.07300841,0.009216476,-0.09214317,0.11142915,-0.13811442,-0.09250565,0.08971061,-0.02387003,-0.07513995,-0.13812578,-0.034273326,0.09118549,0.07662113,-0.06927407,0.03169433,BenignTraffic
0.08893686,0.027823724,0.071732864,0.10781048,0.17584044,-0.05797229,-0.01050161,0.054367535,-0.14151672,-0.038526982,0.06732863,0.12586945,-0.010959677,-0.105839476,-0.066394314,0.17596,0.09644643,0.04763818,-0.06372701,0.046753846,-0.0644984,-0.04200194,-0.051138755,0.07871641,-0.038525812,-0.07884598,-0.19268979,0.017368909,0.20961978,-0.038742542,-0.1636235,-0.07300841,0.009216476,-0.09214317,0.11142915,-0.13811442,-0.09250565,0.08971061,-0.02387003,-0.07513995,-0.13812578,-0.034273326,0.09118549,0.07662113,-0.06927407,0.03169433,AttackTraffic
0.09802377,0.06316181,-0.026004614,0.030549295,0.06966579,-0.054670595,-0.06909959,-0.07744555,-0.029318543,-0.022596912,0.039948277,0.043480683,-0.03298311,-0.02029768,0.023319768,0.16893041,0.124363005,-0.03500635,-0.025313713,0.018312845,-0.063285045,-0.06511517,0.021833163,0.07645365,-0.09602299,-0.064900994,-0.08913059,0.028599888,0.035586286,0.021309786,-0.0052870046,-0.06725789,-0.044236805,-0.015077442,0.07298505,-0.03270224,-0.07801035,0.058035623,-0.028315943,-0.110379465,-0.10228492,-0.080235995,0.096548155,0.03251005,-0.066902265,0.010551728,BenignTraffic
0.09802377,0.06316181,-0.026004614,0.030549295,0.06966579,-0.054670595,-0.06909959,-0.07744555,-0.029318543,-0.022596912,0.039948277,0.043480683,-0.03298311,-0.02029768,0.023319768,0.16893041,0.124363005,-0.03500635,-0.025313713,0.018312845,-0.063285045,-0.06511517,0.021833163,0.07645365,-0.09602299,-0.064900994,-0.08913059,0.028599888,0.035586286,0.021309786,-0.0052870046,-0.06725789,-0.044236805,-0.015077442,0.07298505,-0.03270224,-0.07801035,0.058035623,-0.028315943,-0.110379465,-0.10228492,-0.080235995,0.096548155,0.03251005,-0.066902265,0.010551728,AttackTraffic
0.067771815,0.119858675,-0.08432606,-0.014229078,0.027648197,-0.0072307214,-0.0009304099,-0.07684973,-0.0067017097,-0.08788024,0.025975514,-0.0018655015,0.033763878,-0.005336795,-0.03528181,0.1943039,0.07718883,0.028041596,0.019355278,0.014757544,-0.16858718,-0.07909394,-0.062022306,0.049911864,-0.065779,-0.09135642,-0.07895315,0.015345407,0.060220666,-0.042064432,-0.048760854,-0.07199494,0.00789398,0.022236831,0.067827776,-0.065571256,-0.007548563,0.035458088,0.047426008,-0.075571604,-0.083364196,-0.053875174,0.11030889,-0.0385923,-0.07628788,0.056456476,BenignTraffic
0.067771815,0.119858675,-0.08432606,-0.014229078,0.027648197,-0.0072307214,-0.0009304099,-0.07684973,-0.0067017097,-0.08788024,0.025975514,-0.0018655015,0.033763878,-0.005336795,-0.03528181,0.1943039,0.07718883,0.028041596,0.019355278,0.014757544,-0.16858718,-0.07909394,-0.062022306,0.049911864,-0.065779,-0.09135642,-0.07895315,0.015345407,0.060220666,-0.042064432,-0.048760854,-0.07199494,0.00789398,0.022236831,0.067827776,-0.065571256,-0.007548563,0.035458088,0.047426008,-0.075571604,-0.083364196,-0.053875174,0.11030889,-0.0385923,-0.07628788,0.056456476,AttackTraffic
0.010678679,0.15156229,-0.007599595,-0.01304397,0.08818044,0.024440225,-0.015991645,-0.09087231,-0.07636031,-0.04371893,0.078396246,0.05453653,-0.033398867,0.0014028195,-0.11751109,0.12672764,0.1094675,-0.04161741,0.016182348,0.001783967,-0.15281913,-0.120163046,-0.058022276,0.09557946,-0.039546467,-0.0890329,-0.09043659,0.016350426,0.055334076,-0.024678543,-0.07059082,-0.034512877,0.03954652,-0.0062593594,0.082252026,0.00810411,-0.036162347,0.052700523,0.03424126,-0.047297,-0.056016866,-0.045690756,0.103742786,-0.051267378,-0.06038055,0.09234551,BenignTraffic
0.010678679,0.15156229,-0.007599595,-0.01304397,0.08818044,0.024440225,-0.015991645,-0.09087231,-0.07636031,-0.04371893,0.078396246,0.05453653,-0.033398867,0.0014028195,-0.11751109,0.12672764,0.1094675,-0.04161741,0.016182348,0.001783967,-0.15281913,-0.120163046,-0.058022276,0.09557946,-0.039546467,-0.0890329,-0.09043659,0.016350426,0.055334076,-0.024678543,-0.07059082,-0.034512877,0.03954652,-0.0062593594,0.082252026,0.00810411,-0.036162347,0.052700523,0.03424126,-0.047297,-0.056016866,-0.045690756,0.103742786,-0.051267378,-0.06038055,0.09234551,AttackTraffic
0.059124675,0.0879569,-0.032277867,-0.030321699,0.059070263,-0.004245938,-0.008986009,-0.024177743,-0.04912445,-0.036496483,0.077091485,0.01355214,0.013787586,0.010178049,-0.04292731,0.077221625,0.08845817,-0.011472778,-0.008357581,0.028841503,-0.11879729,-0.10965073,-0.0401621,0.029223574,-0.05819484,-0.056742962,-0.057858683,-0.0032410044,0.04332544,0.03134608,-0.039414965,-0.067854926,0.001504492,-0.047653496,0.088661276,-0.022083465,-0.0017415658,0.03583888,-0.011784074,-0.056518897,-0.09437245,-0.041082434,0.0860863,-0.026180396,-0.06699367,0.031976946,BenignTraffic
0.059124675,0.0879569,-0.032277867,-0.030321699,0.059070263,-0.004245938,-0.008986009,-0.024177743,-0.04912445,-0.036496483,0.077091485,0.01355214,0.013787586,0.010178049,-0.04292731,0.077221625,0.08845817,-0.011472778,-0.008357581,0.028841503,-0.11879729,-0.10965073,-0.0401621,0.029223574,-0.05819484,-0.056742962,-0.057858683,-0.0032410044,0.04332544,0.03134608,-0.039414965,-0.067854926,0.001504492,-0.047653496,0.088661276,-0.022083465,-0.0017415658,0.03583888,-0.011784074,-0.056518897,-0.09437245,-0.041082434,0.0860863,-0.026180396,-0.06699367,0.031976946,AttackTraffic
0.025765484,0.1385841,-0.105623156,-0.034356803,0.0142368935,0.009600943,0.0019890089,-0.07150273,0.020054694,-0.09352058,0.017503526,-0.001998011,0.026118081,0.011714581,-0.06259302,0.19693264,0.063422725,0.031829022,0.01736621,0.019259766,-0.16723084,-0.10071297,-0.06652875,0.057939824,-0.107398756,-0.09054986,-0.06728361,-0.009233405,0.062415242,-0.051977694,-0.07883583,-0.04778946,0.017719194,0.03960675,0.053549387,-0.08857711,0.0042261444,0.018006725,0.03383313,-0.03925799,-0.07072668,-0.08707815,0.10887889,-0.02277072,-0.06284743,0.038489245,BenignTraffic
0.025765484,0.1385841,-0.105623156,-0.034356803,0.0142368935,0.009600943,0.0019890089,-0.07150273,0.020054694,-0.09352058,0.017503526,-0.001998011,0.026118081,0.011714581,-0.06259302,0.19693264,0.063422725,0.031829022,0.01736621,0.019259766,-0.16723084,-0.10071297,-0.06652875,0.057939824,-0.107398756,-0.09054986,-0.06728361,-0.009233405,0.062415242,-0.051977694,-0.07883583,-0.04778946,0.017719194,0.03960675,0.053549387,-0.08857711,0.0042261444,0.018006725,0.03383313,-0.03925799,-0.07072668,-0.08707815,0.10887889,-0.02277072,-0.06284743,0.038489245,AttackTraffic
0.07546496,0.073617965,-0.017151892,0.032426972,0.05189342,-0.06057524,-0.07879278,-0.05319491,-0.042023867,-0.013263293,0.075232595,0.030469134,-0.026665498,-0.0022618738,-0.0072233398,0.13229516,0.096064344,-0.036594708,-0.02842676,0.00860887,-0.06505319,-0.07743153,0.0112907775,0.04960287,-0.07097564,-0.056287725,-0.071577325,0.02891672,0.048927125,0.026945693,-0.00033837184,-0.058238372,-0.0032456592,-0.024026567,0.08686274,-0.01785169,-0.074447095,0.05866488,-0.005585229,-0.1048136,-0.099852584,-0.07711307,0.09652929,0.036740586,-0.06479868,0.005442016,BenignTraffic
0.07546496,0.073617965,-0.017151892,0.032426972,0.05189342,-0.06057524,-0.07879278,-0.05319491,-0.042023867,-0.013263293,0.075232595,0.030469134,-0.026665498,-0.0022618738,-0.0072233398,0.13229516,0.096064344,-0.036594708,-0.02842676,0.00860887,-0.06505319,-0.07743153,0.0112907775,0.04960287,-0.07097564,-0.056287725,-0.071577325,0.02891672,0.048927125,0.026945693,-0.00033837184,-0.058238372,-0.0032456592,-0.024026567,0.08686274,-0.01785169,-0.074447095,0.05866488,-0.005585229,-0.1048136,-0.099852584,-0.07711307,0.09652929,0.036740586,-0.06479868,0.005442016,AttackTraffic
0.010692239,0.15155132,-0.007603445,-0.013098571,0.08817162,0.024467532,-0.016027216,-0.09089045,-0.07635374,-0.04375426,0.0783905,0.054535005,-0.033396423,0.0013911128,-0.117476255,0.12666999,0.1094307,-0.04155261,0.016193874,0.0017982014,-0.15276659,-0.120198034,-0.05805957,0.095570885,-0.03953254,-0.08901958,-0.09043468,0.01633792,0.055352952,-0.024705391,-0.070594184,-0.034488976,0.03959723,-0.0062049553,0.08227265,0.008106729,-0.0361678,0.052704886,0.03421673,-0.047308683,-0.056043804,-0.04570824,0.103758596,-0.051247235,-0.060341347,0.092332415,BenignTraffic
